sale_id,team,category,channel,units_sold,unit_price,sale_date,total_revenue
904,Bucks,Jerseys,Retail Partner,1,84,2023-03-17,84
905,Spurs,Footwear,Arena Store,2,149,2023-02-20,298
906,Bulls,Jerseys,Arena Store,1,33,2024-06-03,33
907,Raptors,Footwear,Retail Partner,4,176,2023-01-15,704
908,Spurs,Footwear,Retail Partner,2,81,2022-05-29,162
909,Heat,Collectibles,Arena Store,4,25,2022-05-15,100
910,Bucks,Collectibles,Arena Store,1,163,2022-07-18,163
911,Suns,Hoodies,Arena Store,2,144,2024-05-20,288
912,Knicks,Jerseys,Retail Partner,2,94,2022-03-13,188
913,Nuggets,Footwear,Arena Store,3,106,2023-04-16,318
914,Bulls,Hoodies,Arena Store,1,137,2023-05-25,137
915,Nets,Hoodies,Online,4,175,2023-08-06,700
916,Bulls,Hats,Online,4,64,2022-04-17,256
917,Knicks,Hoodies,Online,4,103,2023-01-07,412
918,Bucks,Hats,Retail Partner,1,85,2022-11-17,85
919,Mavericks,Hoodies,Arena Store,1,119,2024-02-10,119
920,Nuggets,Hoodies,Online,1,116,2023-08-02,116
921,Bucks,Hats,Online,2,62,2023-01-18,124
922,Bucks,T-Shirts,Online,2,132,2023-01-22,264
923,Nuggets,Collectibles,Retail Partner,2,156,2022-04-08,312
924,Mavericks,Jerseys,Online,2,28,2022-09-29,56
925,Mavericks,Footwear,Online,3,60,2024-05-02,180
926,Spurs,Hats,Arena Store,1,105,2023-08-29,105
927,Spurs,Footwear,Retail Partner,1,122,2023-06-12,122
928,Bulls,Collectibles,Online,2,53,2023-07-23,106
929,Mavericks,Hoodies,Arena Store,4,43,2023-03-14,172
930,Mavericks,Footwear,Retail Partner,4,30,2023-02-25,120
931,Spurs,T-Shirts,Arena Store,2,162,2022-11-20,324
932,Spurs,Hats,Online,2,86,2022-04-06,172
933,76ers,Jerseys,Online,1,51,2024-05-03,51
934,Bulls,Hats,Online,1,41,2024-02-12,41
935,Nets,Hats,Retail Partner,3,123,2023-10-20,369
936,Mavericks,Jerseys,Online,1,155,2022-02-09,155
937,Bulls,Collectibles,Online,4,140,2023-03-11,560
938,Lakers,Footwear,Retail Partner,3,152,2022-12-24,456
939,Knicks,Hats,Retail Partner,4,159,2022-04-16,636
940,Spurs,T-Shirts,Online,2,132,2022-06-17,264
941,Bucks,Hats,Retail Partner,2,155,2024-04-05,310
942,76ers,Jerseys,Online,4,137,2022-11-09,548
943,Warriors,Jerseys,Online,4,53,2022-12-21,212
944,Raptors,Jerseys,Arena Store,4,113,2022-06-11,452
945,Knicks,Hoodies,Retail Partner,3,79,2023-12-21,237
946,Raptors,Jerseys,Retail Partner,3,59,2022-11-29,177
947,Heat,T-Shirts,Online,1,152,2023-02-17,152
948,Nuggets,T-Shirts,Retail Partner,2,100,2024-02-28,200
949,Nets,T-Shirts,Online,3,28,2022-12-10,84
950,Lakers,Hoodies,Online,3,119,2022-03-29,357
951,Clippers,Collectibles,Arena Store,4,105,2023-05-10,420
952,Raptors,Collectibles,Retail Partner,1,94,2022-06-23,94
953,Spurs,Collectibles,Arena Store,4,25,2023-10-11,100
954,Lakers,Hoodies,Arena Store,1,38,2023-07-04,38
955,Celtics,Collectibles,Retail Partner,4,159,2022-01-08,636
956,76ers,Hats,Retail Partner,3,150,2024-04-16,450
957,Spurs,Jerseys,Retail Partner,3,120,2024-05-22,360
958,Nuggets,Hoodies,Arena Store,4,71,2023-03-22,284
959,Lakers,Hats,Retail Partner,4,77,2022-06-24,308
960,Knicks,T-Shirts,Retail Partner,3,86,2024-04-30,258
961,Raptors,Hoodies,Arena Store,2,27,2022-06-16,54
962,Bulls,Hats,Online,1,163,2022-07-12,163
963,Celtics,Hoodies,Online,2,81,2022-09-05,162
964,Nuggets,Footwear,Online,2,76,2022-01-02,152
965,Suns,Jerseys,Online,1,128,2023-05-27,128
966,Nuggets,Hats,Online,3,88,2023-01-27,264
967,Lakers,Hoodies,Arena Store,2,71,2022-05-30,142
968,Mavericks,Hats,Online,4,159,2023-04-05,636
969,Celtics,Hoodies,Arena Store,1,70,2022-12-03,70
970,Suns,Hats,Arena Store,2,158,2023-06-10,316
971,Lakers,Collectibles,Online,2,115,2023-02-02,230
972,Warriors,Collectibles,Retail Partner,1,64,2022-08-23,64
973,Bulls,T-Shirts,Online,2,79,2022-11-12,158
974,Heat,Hats,Arena Store,4,95,2023-12-04,380
975,Raptors,Hoodies,Online,1,112,2022-12-14,112
976,Spurs,Hats,Arena Store,3,143,2022-08-20,429
977,76ers,Collectibles,Online,2,33,2023-01-13,66
978,Bulls,Jerseys,Retail Partner,1,122,2023-11-18,122
979,Spurs,Hoodies,Arena Store,1,45,2024-05-24,45
980,Suns,T-Shirts,Arena Store,1,159,2022-02-16,159
981,Warriors,Hats,Online,4,29,2024-05-06,116
982,Warriors,Jerseys,Online,1,113,2023-08-16,113
983,Warriors,Footwear,Retail Partner,1,36,2022-07-20,36
984,Suns,Hoodies,Retail Partner,2,126,2023-04-12,252
985,Bulls,T-Shirts,Retail Partner,2,83,2023-09-18,166
986,Bucks,Hoodies,Arena Store,4,103,2022-11-22,412
987,Heat,Hats,Arena Store,4,38,2022-12-17,152
988,Nets,Collectibles,Arena Store,1,119,2023-05-19,119
989,Clippers,T-Shirts,Arena Store,1,64,2023-10-17,64
990,Mavericks,T-Shirts,Retail Partner,4,25,2023-01-22,100
991,Suns,T-Shirts,Retail Partner,4,82,2022-04-25,328
992,Suns,Footwear,Online,2,159,2024-05-28,318
993,Mavericks,Jerseys,Retail Partner,1,55,2022-11-20,55
994,Celtics,Collectibles,Online,2,65,2024-01-09,130
995,76ers,Hoodies,Arena Store,3,25,2023-01-04,75
996,Spurs,Footwear,Online,3,66,2023-03-16,198
997,Lakers,Jerseys,Arena Store,1,66,2022-01-01,66
998,Bucks,Footwear,Online,1,82,2023-06-19,82
999,Lakers,Footwear,Retail Partner,4,55,2022-01-09,220
1000,Mavericks,Collectibles,Online,4,69,2022-05-13,276
1001,Celtics,Jerseys,Arena Store,3,130,2023-11-17,390
1002,Nuggets,T-Shirts,Online,1,151,2022-09-16,151
1003,Nets,Jerseys,Online,1,129,2022-11-19,129
1004,Lakers,Hoodies,Arena Store,2,48,2022-07-26,96
1005,Lakers,Hats,Arena Store,4,28,2022-08-20,112
1006,Celtics,Jerseys,Arena Store,2,164,2024-02-18,328
1007,76ers,Footwear,Arena Store,1,41,2023-08-16,41
1008,Nuggets,T-Shirts,Retail Partner,1,98,2022-12-14,98
1009,Raptors,Collectibles,Online,1,73,2023-06-01,73
1010,Clippers,Jerseys,Retail Partner,2,86,2022-06-10,172
1011,Raptors,Jerseys,Online,3,169,2022-04-22,507
1012,Celtics,Footwear,Online,4,90,2022-03-17,360
1013,Lakers,Jerseys,Arena Store,4,88,2022-09-03,352
1014,Nets,Jerseys,Retail Partner,2,106,2023-04-27,212
1015,Warriors,Jerseys,Arena Store,3,141,2023-05-22,423
1016,Clippers,Jerseys,Online,3,92,2023-04-21,276
1017,Suns,Collectibles,Arena Store,3,111,2023-06-17,333
1018,Heat,Hats,Arena Store,2,90,2023-07-21,180
1019,Warriors,Footwear,Arena Store,2,85,2024-01-11,170
1020,Nuggets,T-Shirts,Arena Store,2,152,2023-03-25,304
1021,Mavericks,Hoodies,Arena Store,1,74,2023-07-30,74
1022,Spurs,Footwear,Retail Partner,3,45,2023-07-16,135
1023,Nets,T-Shirts,Arena Store,3,153,2024-04-02,459
1024,Heat,Hoodies,Retail Partner,2,159,2024-06-04,318
1025,Mavericks,Footwear,Arena Store,3,86,2023-12-24,258
1026,Nets,Jerseys,Arena Store,1,134,2023-05-03,134
1027,Spurs,T-Shirts,Online,2,159,2024-06-05,318
1028,Spurs,T-Shirts,Retail Partner,4,131,2023-12-09,524
1029,Knicks,Hats,Retail Partner,3,102,2024-06-12,306
1030,Nets,Hoodies,Retail Partner,1,62,2022-04-23,62
1031,Nuggets,Footwear,Online,2,161,2023-09-20,322
1032,Nuggets,Jerseys,Arena Store,1,43,2023-02-26,43
1033,Mavericks,Collectibles,Retail Partner,1,121,2022-07-21,121
1034,Heat,Hoodies,Retail Partner,1,160,2022-08-06,160
1035,Warriors,Footwear,Retail Partner,1,59,2023-01-12,59
1036,Bulls,Hoodies,Online,3,124,2023-09-14,372
1037,Bucks,Collectibles,Retail Partner,1,37,2023-01-20,37
1038,Bulls,Hats,Arena Store,4,109,2024-01-19,436
1039,Bucks,T-Shirts,Retail Partner,3,155,2022-06-09,465
1040,Lakers,Hats,Retail Partner,4,57,2023-12-21,228
1041,Mavericks,Collectibles,Arena Store,4,112,2023-04-28,448
1042,Bucks,Hats,Retail Partner,3,175,2022-03-18,525
1043,Suns,Hoodies,Online,1,171,2024-04-28,171
1044,Lakers,Collectibles,Online,3,109,2022-08-24,327
1045,Bulls,Hats,Arena Store,3,68,2024-05-27,204
1046,Nets,Hats,Online,2,68,2023-04-27,136
1047,Suns,Hats,Online,1,121,2023-06-02,121
1048,Knicks,Hats,Retail Partner,3,126,2022-04-19,378
1049,Nets,Footwear,Retail Partner,4,44,2023-08-29,176
1050,Celtics,Collectibles,Retail Partner,1,61,2023-08-13,61
1051,Clippers,Hats,Online,1,26,2022-06-27,26
1052,Mavericks,Jerseys,Retail Partner,1,48,2022-12-15,48
1053,Celtics,Footwear,Online,3,44,2024-04-20,132
1054,Heat,Hats,Online,3,171,2023-11-21,513
1055,Mavericks,T-Shirts,Online,3,72,2022-06-27,216
1056,Knicks,Collectibles,Retail Partner,3,171,2024-05-20,513
1057,Raptors,Hats,Arena Store,3,56,2022-05-19,168
1058,Celtics,Collectibles,Retail Partner,1,148,2024-04-04,148
1059,76ers,Collectibles,Retail Partner,2,77,2022-09-19,154
1060,76ers,Jerseys,Arena Store,3,142,2022-10-13,426
1061,Heat,Hats,Online,3,30,2022-11-29,90
1062,Clippers,Hats,Retail Partner,3,142,2022-11-01,426
1063,Warriors,Footwear,Online,1,126,2024-03-13,126
1064,Raptors,Jerseys,Retail Partner,2,47,2023-04-04,94
1065,Celtics,T-Shirts,Retail Partner,3,61,2023-07-10,183
1066,Warriors,Hats,Retail Partner,3,173,2022-01-30,519
1067,Raptors,Footwear,Online,4,101,2023-01-04,404
1068,Warriors,Collectibles,Online,3,158,2024-05-17,474
1069,Celtics,Hoodies,Retail Partner,3,127,2023-10-01,381
1070,Nuggets,T-Shirts,Arena Store,4,145,2022-08-01,580
1071,Knicks,Footwear,Arena Store,1,87,2024-02-26,87
1072,76ers,T-Shirts,Retail Partner,4,84,2022-07-07,336
1073,Warriors,Hoodies,Arena Store,2,156,2022-03-25,312
1074,Nuggets,T-Shirts,Arena Store,1,66,2022-08-30,66
1075,Bulls,Footwear,Retail Partner,3,136,2024-04-22,408
1076,Raptors,Hats,Online,3,86,2023-03-07,258
1077,Knicks,T-Shirts,Online,2,160,2023-10-22,320
1078,Suns,Collectibles,Online,3,140,2023-07-30,420
1079,Bulls,Hats,Retail Partner,2,156,2024-02-10,312
1080,Clippers,Jerseys,Retail Partner,1,59,2023-04-02,59
1081,Warriors,Collectibles,Retail Partner,1,122,2022-01-12,122
1082,Nets,Jerseys,Online,3,51,2022-06-20,153
1083,Nets,Jerseys,Arena Store,3,126,2022-04-20,378
1084,Heat,T-Shirts,Online,3,152,2022-09-03,456
1085,Raptors,Hoodies,Retail Partner,1,82,2022-02-14,82
1086,Suns,Hats,Arena Store,4,84,2023-06-06,336
1087,Nets,T-Shirts,Arena Store,4,145,2023-11-03,580
1088,Spurs,Hoodies,Online,1,60,2022-06-05,60
1089,Clippers,Footwear,Retail Partner,3,86,2022-02-03,258
1090,Nuggets,T-Shirts,Online,1,154,2024-01-14,154
1091,Bulls,Footwear,Online,2,78,2022-07-26,156
1092,Heat,Jerseys,Retail Partner,2,141,2023-06-12,282
1093,Suns,Collectibles,Online,3,122,2024-05-15,366
1094,Heat,T-Shirts,Online,3,75,2023-09-29,225
1095,Clippers,Hats,Retail Partner,2,142,2023-05-11,284
1096,Heat,T-Shirts,Online,3,133,2022-04-10,399
1097,Suns,Collectibles,Arena Store,1,93,2023-06-03,93
1098,Knicks,Footwear,Retail Partner,1,110,2024-02-29,110
1099,Knicks,Hoodies,Retail Partner,2,165,2023-05-24,330
1100,Raptors,Hoodies,Online,1,94,2022-10-13,94
1101,Bucks,Footwear,Online,1,140,2024-05-16,140
1102,Warriors,Hats,Arena Store,3,68,2023-10-24,204
1103,Heat,Hoodies,Arena Store,3,61,2023-02-16,183
1104,Clippers,Hoodies,Retail Partner,4,75,2024-04-08,300
1105,Lakers,T-Shirts,Arena Store,4,145,2023-09-05,580
1106,Bucks,T-Shirts,Retail Partner,1,130,2023-07-05,130
1107,Raptors,Collectibles,Retail Partner,3,70,2023-10-31,210
1108,Clippers,Jerseys,Arena Store,3,86,2022-08-17,258
1109,Bucks,Footwear,Online,2,122,2023-05-29,244
1110,Celtics,Footwear,Arena Store,3,119,2023-09-25,357
1111,Bulls,T-Shirts,Retail Partner,4,107,2023-06-06,428
1112,Clippers,Jerseys,Arena Store,2,76,2022-06-03,152
1113,Mavericks,Collectibles,Arena Store,1,86,2022-01-14,86
1114,76ers,T-Shirts,Retail Partner,3,122,2022-05-17,366
1115,Warriors,Hats,Retail Partner,2,153,2022-05-12,306
1116,Knicks,Hats,Arena Store,3,109,2024-05-15,327
1117,Suns,Hats,Online,2,87,2023-02-19,174
1118,Warriors,T-Shirts,Retail Partner,2,60,2022-10-07,120
1119,Nets,Hats,Retail Partner,2,45,2022-02-19,90
1120,Suns,Collectibles,Arena Store,3,178,2023-09-11,534
1121,Nuggets,Footwear,Online,3,104,2024-03-06,312
1122,Bulls,Jerseys,Retail Partner,3,139,2023-06-30,417
1123,Suns,Hoodies,Online,2,99,2022-08-09,198
1124,Raptors,Footwear,Online,4,57,2022-06-13,228
1125,Spurs,T-Shirts,Online,4,177,2023-11-09,708
1126,Nets,T-Shirts,Online,4,151,2024-03-27,604
1127,Bucks,T-Shirts,Retail Partner,4,102,2022-07-02,408
1128,Clippers,T-Shirts,Retail Partner,2,71,2023-10-24,142
1129,Spurs,Collectibles,Retail Partner,4,67,2024-03-25,268
1130,Heat,Jerseys,Retail Partner,4,77,2023-04-26,308
1131,Nuggets,Jerseys,Arena Store,1,41,2022-01-15,41
1132,Nets,Hoodies,Retail Partner,2,123,2022-12-19,246
1133,Warriors,Collectibles,Retail Partner,1,129,2024-02-21,129
1134,Warriors,Hats,Retail Partner,4,69,2023-01-18,276
1135,Mavericks,Footwear,Online,4,71,2023-08-08,284
1136,Nuggets,Jerseys,Online,1,56,2023-03-12,56
1137,Nuggets,Hats,Arena Store,1,166,2024-05-26,166
1138,Spurs,T-Shirts,Arena Store,1,45,2023-05-27,45
1139,Suns,Hoodies,Arena Store,4,109,2023-03-26,436
1140,Lakers,Hoodies,Arena Store,3,170,2024-04-12,510
1141,76ers,Hoodies,Arena Store,1,43,2023-01-15,43
1142,Bulls,Jerseys,Arena Store,2,36,2022-11-26,72
1143,Nets,T-Shirts,Online,3,60,2022-01-14,180
1144,Lakers,Hats,Arena Store,1,43,2024-05-28,43
1145,Mavericks,T-Shirts,Online,3,42,2023-11-07,126
1146,Suns,T-Shirts,Retail Partner,1,107,2022-03-15,107
1147,Mavericks,Footwear,Online,1,164,2022-07-19,164
1148,Raptors,Hoodies,Retail Partner,2,112,2024-05-09,224
1149,Clippers,T-Shirts,Retail Partner,3,123,2022-09-05,369
1150,Nuggets,Jerseys,Online,3,100,2022-01-17,300
1151,Raptors,Footwear,Retail Partner,1,129,2023-08-07,129
1152,Suns,Jerseys,Arena Store,2,37,2022-04-26,74
1153,Suns,T-Shirts,Online,1,91,2022-12-31,91
1154,76ers,T-Shirts,Online,4,42,2024-03-26,168
1155,76ers,Jerseys,Online,4,125,2022-08-02,500
1156,Lakers,Collectibles,Arena Store,3,95,2022-07-01,285
1157,Mavericks,T-Shirts,Arena Store,2,118,2022-02-20,236
1158,Spurs,T-Shirts,Arena Store,1,66,2023-03-29,66
1159,Clippers,Collectibles,Retail Partner,4,43,2023-10-16,172
1160,Raptors,Hoodies,Arena Store,2,161,2023-08-20,322
1161,Bucks,T-Shirts,Retail Partner,1,130,2023-11-13,130
1162,Spurs,Hats,Online,4,125,2024-04-24,500
1163,Mavericks,Collectibles,Online,2,129,2024-04-05,258
1164,Spurs,Hats,Online,1,140,2023-09-25,140
1165,76ers,Hats,Online,2,166,2023-04-06,332
1166,Mavericks,Jerseys,Online,1,134,2023-10-17,134
1167,Bulls,Jerseys,Arena Store,4,83,2023-12-13,332
1168,Mavericks,Collectibles,Arena Store,2,164,2023-03-07,328
1169,Nuggets,Footwear,Retail Partner,3,123,2022-10-19,369
1170,Nets,Hoodies,Online,3,148,2024-01-14,444
1171,Bulls,Hats,Arena Store,4,129,2024-03-22,516
1172,Suns,Collectibles,Arena Store,2,107,2023-06-09,214
1173,Bucks,Hoodies,Retail Partner,1,73,2022-11-10,73
1174,Spurs,Hoodies,Retail Partner,4,148,2022-11-24,592
1175,Bulls,T-Shirts,Arena Store,1,141,2022-10-25,141
1176,Raptors,Hoodies,Retail Partner,2,38,2022-03-07,76
1177,Nets,Hoodies,Online,2,42,2022-06-01,84
1178,Nuggets,T-Shirts,Arena Store,2,167,2023-03-14,334
1179,Mavericks,Footwear,Arena Store,1,64,2023-02-11,64
1180,Nuggets,Footwear,Arena Store,1,178,2022-11-04,178
1181,Raptors,Collectibles,Arena Store,4,49,2022-02-07,196
1182,Raptors,Jerseys,Arena Store,3,100,2023-02-19,300
1183,Clippers,Footwear,Retail Partner,2,167,2023-09-27,334
1184,Spurs,Footwear,Arena Store,3,153,2023-12-15,459
1185,Mavericks,Footwear,Arena Store,3,47,2023-07-01,141
1186,Spurs,Footwear,Online,2,35,2023-06-04,70
1187,Bulls,T-Shirts,Arena Store,2,176,2023-06-05,352
1188,Raptors,Collectibles,Arena Store,4,37,2023-07-30,148
1189,Warriors,Collectibles,Online,1,102,2022-04-18,102
1190,Bulls,T-Shirts,Retail Partner,1,63,2022-02-17,63
1191,Heat,Hoodies,Retail Partner,2,48,2023-03-12,96
1192,Mavericks,Jerseys,Retail Partner,3,83,2023-04-29,249
1193,Nets,T-Shirts,Retail Partner,1,143,2023-04-14,143
1194,Bucks,T-Shirts,Retail Partner,4,33,2023-10-07,132
1195,Heat,Footwear,Retail Partner,2,115,2023-05-04,230
1196,Nets,Hats,Arena Store,4,112,2023-04-05,448
1197,Knicks,Footwear,Retail Partner,2,146,2023-10-29,292
1198,Celtics,Jerseys,Online,2,78,2022-03-28,156
1199,Raptors,Collectibles,Retail Partner,1,103,2023-01-10,103
1200,Nuggets,T-Shirts,Retail Partner,3,128,2022-03-03,384
1201,Suns,Footwear,Online,3,63,2022-12-10,189
1202,76ers,Jerseys,Arena Store,3,145,2022-07-27,435
1203,Clippers,T-Shirts,Retail Partner,4,112,2023-07-10,448
1204,Heat,Hoodies,Online,1,78,2023-03-13,78
1205,Mavericks,Collectibles,Arena Store,2,163,2024-02-10,326
1206,Lakers,Collectibles,Online,3,73,2022-11-19,219
1207,Warriors,Collectibles,Arena Store,4,164,2023-10-24,656
1208,Bucks,Footwear,Arena Store,2,49,2022-09-22,98
1209,Raptors,Hoodies,Online,1,109,2022-01-27,109
1210,Spurs,Collectibles,Arena Store,1,135,2024-02-20,135
1211,Knicks,Footwear,Online,4,143,2022-12-15,572
1212,Clippers,Footwear,Arena Store,1,171,2023-11-06,171
1213,Nets,Jerseys,Arena Store,3,43,2023-09-24,129
1214,Bulls,T-Shirts,Retail Partner,2,122,2023-01-12,244
1215,Heat,Hoodies,Retail Partner,3,153,2024-05-15,459
1216,76ers,Jerseys,Retail Partner,1,166,2022-03-24,166
1217,Nuggets,Hats,Arena Store,1,30,2024-01-28,30
1218,Suns,Collectibles,Online,1,87,2024-01-03,87
1219,Raptors,Footwear,Arena Store,3,70,2022-04-01,210
1220,Celtics,Footwear,Retail Partner,1,80,2023-01-03,80
1221,Suns,Jerseys,Arena Store,1,64,2022-02-26,64
1222,Clippers,Collectibles,Online,4,43,2022-09-05,172
1223,Lakers,T-Shirts,Arena Store,3,114,2022-04-30,342
1224,Nets,Jerseys,Retail Partner,3,109,2024-06-15,327
1225,Lakers,T-Shirts,Retail Partner,4,165,2022-02-17,660
1226,Celtics,T-Shirts,Arena Store,4,61,2023-08-21,244
1227,Mavericks,Hats,Arena Store,3,81,2022-11-27,243
1228,Heat,Hoodies,Retail Partner,1,158,2022-12-01,158
1229,Bucks,Jerseys,Online,4,131,2024-04-23,524
1230,Clippers,Footwear,Online,2,145,2023-03-12,290
1231,Nuggets,Footwear,Retail Partner,3,134,2022-02-24,402
1232,Nets,T-Shirts,Arena Store,4,118,2024-06-16,472
1233,Spurs,Hoodies,Retail Partner,2,29,2022-08-14,58
1234,Clippers,Hoodies,Arena Store,2,58,2022-09-24,116
1235,Spurs,Collectibles,Arena Store,2,37,2024-03-17,74
1236,Nets,T-Shirts,Retail Partner,3,175,2023-09-26,525
1237,76ers,Footwear,Arena Store,4,124,2023-10-30,496
1238,76ers,Collectibles,Arena Store,3,166,2022-07-14,498
1239,Knicks,Footwear,Arena Store,2,155,2023-12-09,310
1240,Lakers,Collectibles,Online,1,82,2022-05-06,82
1241,Celtics,Collectibles,Arena Store,4,47,2023-02-22,188
1242,76ers,Hats,Online,1,154,2024-04-16,154
1243,Raptors,T-Shirts,Arena Store,3,128,2023-09-29,384
1244,Suns,Footwear,Arena Store,3,172,2023-05-13,516
1245,Clippers,Hoodies,Online,2,154,2022-03-16,308
1246,Celtics,Collectibles,Arena Store,4,55,2023-12-01,220
1247,Nets,T-Shirts,Arena Store,2,143,2023-09-02,286
1248,76ers,Jerseys,Retail Partner,3,89,2023-07-15,267
1249,Warriors,Hoodies,Retail Partner,4,117,2022-05-17,468
1250,Bucks,Footwear,Online,3,61,2023-07-28,183
1251,Clippers,T-Shirts,Arena Store,3,42,2022-06-02,126
1252,Spurs,Jerseys,Retail Partner,2,148,2022-01-06,296
1253,Warriors,Collectibles,Arena Store,1,37,2023-01-27,37
1254,76ers,Footwear,Arena Store,2,164,2022-04-30,328
1255,Nets,Collectibles,Retail Partner,2,145,2023-06-02,290
1256,Nuggets,Jerseys,Retail Partner,2,88,2022-02-07,176
1257,Raptors,Hats,Online,2,47,2022-08-05,94
1258,Nuggets,Jerseys,Online,2,32,2023-12-03,64
1259,Clippers,Jerseys,Online,2,54,2023-11-15,108
1260,Celtics,T-Shirts,Arena Store,4,157,2022-05-26,628
1261,Lakers,Collectibles,Online,1,179,2023-09-15,179
1262,Mavericks,T-Shirts,Arena Store,1,139,2022-11-27,139
1263,Spurs,Hoodies,Arena Store,4,115,2022-01-06,460
1264,Bucks,Jerseys,Retail Partner,3,63,2023-06-29,189
1265,Suns,T-Shirts,Arena Store,3,57,2022-06-05,171
1266,Clippers,Hoodies,Online,3,38,2023-10-19,114
1267,Spurs,Hats,Retail Partner,2,35,2024-02-06,70
1268,Suns,T-Shirts,Arena Store,2,160,2023-11-24,320
1269,Nuggets,Collectibles,Online,3,54,2022-04-15,162
1270,Nets,Hats,Online,3,39,2023-09-28,117
1271,Nets,Jerseys,Arena Store,1,79,2022-01-30,79
1272,Spurs,Footwear,Arena Store,1,111,2023-04-18,111
1273,Nets,T-Shirts,Online,2,63,2022-01-07,126
1274,Mavericks,Hats,Online,4,163,2023-10-11,652
1275,Clippers,Footwear,Arena Store,2,64,2024-06-10,128
1276,Bucks,Jerseys,Retail Partner,1,172,2022-09-14,172
1277,76ers,Jerseys,Retail Partner,3,105,2023-10-26,315
1278,Clippers,Collectibles,Retail Partner,4,60,2022-07-09,240
1279,Mavericks,Collectibles,Online,1,96,2022-11-19,96
1280,Nets,Jerseys,Retail Partner,2,74,2023-02-15,148
1281,Warriors,Hoodies,Online,1,135,2023-12-01,135
1282,Lakers,Hoodies,Arena Store,4,118,2023-05-16,472
1283,Knicks,Collectibles,Arena Store,4,179,2022-05-11,716
1284,Warriors,Hoodies,Online,1,101,2022-12-18,101
1285,Nets,T-Shirts,Online,3,174,2023-08-11,522
1286,Spurs,Hats,Online,1,149,2024-03-24,149
1287,Heat,Jerseys,Retail Partner,3,124,2024-06-11,372
1288,Nuggets,Footwear,Arena Store,1,71,2022-03-24,71
1289,Warriors,Hats,Retail Partner,1,55,2023-05-12,55
1290,Nuggets,Footwear,Online,2,170,2022-04-11,340
1291,Bucks,Collectibles,Retail Partner,3,41,2023-04-03,123
1292,Bulls,Collectibles,Retail Partner,4,59,2023-06-20,236
1293,Clippers,Footwear,Retail Partner,3,168,2024-04-15,504
1294,Heat,Hats,Retail Partner,4,138,2024-05-22,552
1295,Bucks,Hats,Online,2,88,2023-05-04,176
1296,Suns,Hoodies,Retail Partner,2,89,2023-05-11,178
1297,Lakers,Hats,Online,1,78,2023-01-20,78
1298,Mavericks,Hats,Online,2,39,2022-01-11,78
1299,Bulls,T-Shirts,Arena Store,4,139,2023-09-01,556
1300,Lakers,T-Shirts,Arena Store,4,79,2023-08-15,316
1301,Bulls,Jerseys,Retail Partner,4,105,2022-07-06,420
1302,Nuggets,T-Shirts,Arena Store,3,33,2024-04-09,99
1303,Nets,Footwear,Online,1,59,2022-07-17,59
1304,76ers,Footwear,Arena Store,1,63,2022-02-27,63
1305,Celtics,Hoodies,Retail Partner,4,134,2022-04-23,536
1306,Spurs,Hoodies,Retail Partner,1,145,2022-04-26,145
1307,Bulls,Footwear,Retail Partner,2,89,2024-06-04,178
1308,Nets,Footwear,Retail Partner,1,97,2023-06-01,97
1309,Bulls,Hats,Retail Partner,2,65,2022-05-24,130
1310,Clippers,Jerseys,Arena Store,4,79,2024-02-29,316
1311,Nets,Jerseys,Online,3,146,2023-06-16,438
1312,76ers,Hats,Online,1,72,2022-02-19,72
1313,Knicks,Hoodies,Retail Partner,2,68,2024-04-18,136
1314,Knicks,Footwear,Retail Partner,3,47,2022-02-10,141
1315,Warriors,Jerseys,Online,1,67,2022-09-19,67
1316,Spurs,Footwear,Online,3,80,2022-09-15,240
1317,Bulls,Collectibles,Online,3,80,2023-03-23,240
1318,76ers,T-Shirts,Arena Store,2,122,2023-01-17,244
1319,76ers,Footwear,Retail Partner,3,91,2024-03-22,273
1320,Bucks,Collectibles,Retail Partner,3,136,2023-12-07,408
1321,Bucks,Collectibles,Online,2,51,2023-06-26,102
1322,Warriors,Collectibles,Retail Partner,1,39,2022-05-02,39
1323,76ers,Hats,Online,2,113,2022-09-27,226
1324,Suns,Hoodies,Arena Store,2,152,2023-07-24,304
1325,Nets,Hats,Online,4,84,2023-04-27,336
1326,Spurs,Hats,Retail Partner,2,44,2024-04-02,88
1327,76ers,Hats,Retail Partner,3,58,2022-05-26,174
1328,Heat,Jerseys,Online,2,164,2023-11-15,328
1329,Knicks,Jerseys,Online,4,115,2023-07-27,460
1330,Clippers,Collectibles,Retail Partner,4,143,2023-04-01,572
1331,Nuggets,Collectibles,Arena Store,3,30,2022-01-23,90
1332,Raptors,Footwear,Online,2,132,2023-05-23,264
1333,Celtics,Collectibles,Retail Partner,3,49,2023-05-26,147
1334,Heat,Jerseys,Arena Store,2,69,2023-12-07,138
1335,76ers,Hats,Online,3,40,2022-11-10,120
1336,Suns,Hoodies,Retail Partner,1,40,2023-03-07,40
1337,Suns,Hats,Retail Partner,4,56,2022-10-24,224
1338,Nuggets,Footwear,Retail Partner,2,78,2023-07-02,156
1339,Mavericks,Collectibles,Online,1,38,2023-01-03,38
1340,Knicks,Hoodies,Online,1,60,2022-10-30,60
1341,Spurs,T-Shirts,Retail Partner,4,49,2022-09-08,196
1342,Bucks,Collectibles,Arena Store,3,63,2023-12-21,189
1343,Warriors,Hats,Arena Store,1,62,2022-09-25,62
